position,person,personID,start,end
monarch,Willem-Alexander of the Netherlands,Q154952,2013-04-30,
Prime Minister,Mark Rutte,Q57792,2010-10-14,
Deputy Prime Minister,Carola Schouten,Q2625041,2017-10-26,
Deputy Prime Minister,Wopke Hoekstra,Q14520235,2022-01-10,
Deputy Prime Minister,Sigrid Kaag,Q15077856,2022-01-10,
Minister of Agriculture,Henk Staghouwer,Q71788527,2022-01-10,
Minister for Climate and Energy,Rob Jetten,Q28860866,2022-01-10,
Minister of Defence,Kajsa Ollongren,Q2776715,2022-01-10,
Minister of Economic Affairs and Climate Policy,Micky Adriaansens,Q64711678,2022-01-10,
"Minister of Education, Culture and Science",Robbert Dijkgraaf,Q710978,2022-01-10,
Minister of Finance,Sigrid Kaag,Q15077856,2022-01-10,
Minister of Foreign Affairs,Wopke Hoekstra,Q14520235,2022-01-10,
Minister for Foreign Trade and Development Cooperation,Liesje Schreinemacher,Q64616136,2022-01-10,
Minister of General Affairs,Mark Rutte,Q57792,2010-10-14,
Minister of Housing and Spatial Planning,Hugo de Jonge,Q2649226,2022-01-10,
Minister of Infrastructure and Environment,Mark Harbers,Q2257536,2022-01-10,
Minister of the Interior and Kingdom Relations,Hanke Bruins Slot,Q5165280,2022-01-10,
Minister of Justice and Security,Dilan Yeşilgöz-Zegerius,Q28861002,2022-01-10,
Minister for Legal Protection,Franc Weerwind,Q3037436,2022-01-10,
Minister for Medical Care,Conny Helder,Q110316953,2022-01-10,
Minister for Nature and Nitrogen,Christianne van der Wal,Q44082843,2022-01-10,
"Minister for Poverty Policy, Participation and Pensions",Carola Schouten,Q2625041,2022-01-10,
Minister for Primary and Secondary Education and Media,Dennis Wiersma,Q28653560,2022-01-10,
"Minister of Public Health, Welfare and Sport",Ernst Kuipers,Q39447567,2022-01-10,
Minister of Social Affairs,Karien van Gennip,Q2469097,2022-01-10,
State Secretary for Culture and Media,Gunay Uslu,Q110401312,2022-01-10,
State Secretary for Benefits and Customs,Aukje de Vries,Q1532558,2022-01-10,
State Secretary for Defence,Christophe van der Maat,Q85927438,2022-01-10,
State Secretary for Economic Affairs and Climate Policy,Hans Vijlbrief,Q83779218,2022-01-10,
"State Secretary for Health, Welfare and Sport",Maarten van Ooijen,Q67186051,2022-01-10,
State Secretary for Infrastructure and Water Management,Vivianne Heijnen,Q28857931,2022-01-10,
State Secretary for the Interior and Kingdom Relations,Alexandra van Huffelen,Q2916448,2022-01-10,
State Secretary for Justice and Security,Eric van der Burg,Q2084799,2022-01-10,
State Secretary for Tax Affairs,Marnix van Rij,Q2419764,2022-01-10,
Minister Plenipotentiary of Aruba,Ady Thijsen,Q110780132,2022-07-01,
Minister Plenipotentiary of Curaçao,Carlson Manuel,Q113331801,2021-06-14,
Minister Plenipotentiary of Sint Maarten,Rene Violenus,Q97121761,2019-11-28,
President of the Senate,Jan Anthonie Bruijn,Q1899440,2019-07-02,
Speaker of the House of Representatives,Vera Bergkamp,Q3084300,2021-04-08,
President of De Nederlandsche Bank,Klaas Knot,Q631864,2011-07-01,
Chief of Defence,Onno Eichelsheim,Q94429161,2021-04-15,
