wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q110316953,Conny Helder,Conny Helder,female,1958-01-01,9,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q42328399,Minister for Long-term Care and Sport,2022-01-10,Q110316953-CAC8D8FF-C4BB-4E2B-8FAE-E66F475E3D61
Q14520235,Wopke Hoekstra,Wopke Hoekstra,male,1975-09-30,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q2430481,Deputy Prime Minister,2022-01-10,Q14520235-9EDE75CC-8647-4FCD-88EB-5F435B9514DE
Q14520235,Wopke Hoekstra,Wopke Hoekstra,male,1975-09-30,11,,,Q20007045,Minister of Foreign Affairs,2022-01-10,Q14520235-CEA4AB63-89CE-4C11-BA23-4B4529743D8B
Q15077856,Sigrid Kaag,Sigrid Kaag,female,1961-11-02,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q20677341,Minister of Finance,2021-01-10,Q15077856-5ad4a4d0-4a4f-8dc8-495e-3c8ff26e5c24
Q15077856,Sigrid Kaag,Sigrid Kaag,female,1961-11-02,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q2430481,Deputy Prime Minister,2022-01-10,Q15077856-BF6085A4-11FE-455F-BD81-E3B7C1EB21DB
Q2257536,Mark Harbers,Mark Harbers,male,1969-04-19,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q26197286,Minister of Infrastructure and Water Management,2022-01-10,Q2257536-4a43c153-42e2-f26c-1f46-fe09c1b79fc3
Q2469097,Karien van Gennip,Karien van Gennip,female,1968-10-03,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q27517113,Minister of Social Affairs and Employment,2022-01-10,Q2469097-52805702-4003-38ac-411c-bc615044f9ec
Q2625041,Carola Schouten,Carola Schouten,female,1977-10-06,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q110503464,"Minister for Poverty Policy, Participation and Pensions",2022-01-10,Q2625041-AB084E91-ACD6-4F63-B9E3-852619291870
Q2625041,Carola Schouten,Carola Schouten,female,1977-10-06,11,https://www.government.nl/government/members-of-cabinet,2021-08-02,Q2430481,Deputy Prime Minister,2017-10-26,Q2625041-c316cd02-4621-1b82-864e-ef9a4a8f87f2
Q2649226,Hugo de Jonge,Hugo de Jonge,male,1977-09-26,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q106628814,Minister for Housing and Spatial Planning,2022-01-10,Q2649226-5F40B7AF-EE49-4B5E-A559-31E5B54AAC61
Q2776715,Kajsa Ollongren,Kajsa Ollongren,female,1967-05-28,11,,,Q20740176,Minister of Defence,2022-01-10,Q2776715-6c9f5a82-4b0c-678b-e3d7-faf3f89ce60e
Q28653560,Dennis Wiersma,Dennis Wiersma,male,1986-02-19,11,https://www.government.nl/government/members-of-cabinet,2022-01-10,Q42328366,Minister for Primary and Secondary Education,2022-01-10,Q28653560-FF0B17DE-0A35-4AD4-B322-53A109CC71D9
